id,time,days,mood,circumplex.arousal,circumplex.valence,activity,screen,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,Total_App_Time 
AS14.01,2014-02-26,1,6.25,-0.25,0.75,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.01,2014-02-27,2,6.333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.01,2014-03-21,3,6.2,0.2,0.2,3.0831523917559385,17978.90700006484,0.0,3139.2180000000008,6280.890000000003,1007.456,49.544000000000004,0.0,172.20600000000002,239.75100000000003,4508.500000000001,915.4450000000002,0.0,346.1185520707679,0.0,9420.108000000004
AS14.01,2014-03-22,4,6.4,0.6,0.6,3.79008350783933,6142.160999536513,1.0,731.4290000000001,4962.9180000000015,93.324,21.076,0.0,0.0,98.14300000000001,439.6319999999999,37.305,0.0,117.62100000000001,0.0,5694.347000000002
AS14.01,2014-03-23,5,6.8,0.2,0.8,2.141116737075955,6773.832001447676,0.0,1286.246,5237.318999999999,94.346,43.403000000000006,0.0,0.0,72.82300000000001,900.8389999999999,0.0,0.0,30.086,30.386,6523.564999999999
AS14.01,2014-03-24,6,6.0,0.8,0.0,1.8950653467743515,15047.351000547404,0.0,866.9559999999996,9270.628999999999,976.971,34.106,0.0,3.01,66.55799999999999,3223.6259999999993,419.805,0.0,178.732,0.0,10137.585
AS14.01,2014-03-25,7,6.75,0.5,0.5,2.360978697372162,21475.354999065392,1.0,1032.7680000000003,10276.750999999998,68.206,43.053999999999995,0.0,0.0,178.81900000000002,1919.4709999999998,0.0,235.223,222.893,0.0,11309.518999999998
AS14.01,2014-03-26,8,6.6,-0.2,0.6,2.4313997200818225,16423.801000356674,0.0,1167.4969999999996,8988.753,910.4789999999999,52.331,0.0,0.0,97.498,4592.058999999999,0.0,0.0,33.365,0.0,10156.25
AS14.01,2014-03-27,9,7.0,0.2,0.8,3.509234101320145,17442.14999938011,1.0,1229.3269999999998,6936.512000000001,639.3389999999999,42.218999999999994,0.0,182.451,58.532,935.3810000000002,47.314,0.0,179.02899999999997,0.0,8165.839
AS14.01,2014-03-28,10,6.4,-0.6,0.6,2.2967525192908838,4923.48899960518,0.0,10062.595000000003,866.8329999999999,1005.403,89.166,233.03599999999997,0.0,225.951,512.741,1133.0089999999998,0.0,301.717,0.0,10929.428000000004
AS14.01,2014-03-29,11,8.0,0.2,1.0,1.6368674424448715,8322.621999740602,1.0,1952.6299999999999,2720.6919999999996,1627.4289999999996,0.0,0.0,0.0,169.59399999999997,472.88800000000003,52.435,0.0,600.6370000000001,0.0,4673.321999999999
AS14.01,2014-03-30,12,7.5,-0.5,0.75,0.6873015873015881,4523.2140009403265,0.0,414.365,1298.505,1535.6770000000001,0.0,0.0,0.0,74.003,167.685,0.0,66.477,38.296,0.0,1712.8700000000001
AS14.01,2014-03-31,13,7.4,0.0,0.6,1.6921315412013493,11836.83400034904,0.0,2961.4050000000007,5332.637,1758.92,41.255,51.176,0.0,268.554,1350.6549999999997,183.38100000000003,29.29,210.30500000000004,0.0,8294.042000000001
AS14.01,2014-04-01,14,6.0,0.2,0.0,2.8426378251056637,17173.906002044678,0.0,1385.5170000000003,6095.526000000001,1030.637,547.826,234.741,92.388,121.19000000000001,5040.067000000002,1614.621,0.0,517.636,0.0,7481.0430000000015
AS14.01,2014-04-02,15,6.5,0.25,0.75,2.445998655317363,21358.510999917988,0.0,3614.349,6920.155999999998,1343.3759999999997,247.777,0.0,90.48100000000001,541.541,3428.7920000000004,0.0,0.0,341.371,0.0,10534.504999999997
AS14.01,2014-04-03,16,6.4,-1.2,0.0,1.1817233450025857,21401.835000753403,0.0,2321.4640000000018,14438.081999999997,1293.631,76.234,0.0,0.0,213.90199999999996,3154.241000000001,19.082,0.0,182.772,0.0,16759.546
AS14.01,2014-04-04,17,6.2,0.2,0.4,3.0405434689758195,12379.411000013357,1.0,1957.829,5481.628,1545.227,0.0,0.0,0.0,176.80100000000002,2086.197,158.24099999999999,0.0,128.692,0.0,7439.456999999999
AS14.01,2014-04-05,18,6.8,-0.4,0.6,2.8560552528826917,3340.4309999942784,0.0,15159.189999999993,1885.4089999999999,76.369,0.0,0.0,0.0,81.133,363.208,187.94500000000002,0.0,118.956,0.0,17044.598999999995
AS14.01,2014-04-06,19,6.5,-0.75,0.5,1.545787186619235,7467.321999788283,0.0,4548.662,3355.7430000000013,187.214,0.0,114.406,0.0,119.12,321.4599999999999,0.0,0.0,46.249,0.0,7904.405000000002
AS14.01,2014-04-07,20,6.5,-0.75,0.25,1.2160949081836294,9846.380999803541,0.0,927.3769999999997,7355.015000000001,447.121,46.128,0.0,17.107,170.34799999999998,1475.418,60.247,0.0,205.81100000000004,0.0,8282.392000000002
AS14.01,2014-04-08,21,6.6,-0.4,0.2,1.8078493982723636,15101.13200187683,0.0,892.6889999999997,9477.553,3466.4789999999994,19.131,0.0,0.0,209.51399999999995,2655.121,0.0,0.0,36.143,0.0,10370.242
AS14.01,2014-04-09,22,7.4,-0.8,0.8,2.88921874877589,13558.289000988008,0.0,1638.6170000000004,6177.075999999998,940.7699999999999,0.0,0.0,0.0,346.654,2826.3500000000004,0.0,0.0,237.79255207076798,0.0,7815.692999999998
AS14.01,2014-04-10,23,7.4,-0.4,0.8,1.8951145246773857,9296.098999261858,0.0,715.3549999999998,4881.411,1858.8930000000005,0.0,1.0590000000000002,23.195,107.91900000000001,1174.7170000000003,0.0,0.0,377.68699999999995,0.0,5596.766
AS14.01,2014-04-11,24,7.0,-1.2,0.8,1.9196688497534522,10526.846000194553,0.0,3369.0309999999995,3336.592000000002,1976.1380000000001,94.093,0.0,0.0,51.45200000000001,596.807,34.234,0.0,214.648,0.0,6705.623000000001
AS14.01,2014-04-12,25,7.25,-0.75,0.75,1.7339774752876362,11750.809000968928,0.0,302.44599999999986,6595.082999999998,2186.482,0.0,0.0,0.0,79.033,264.432,5.031000000000001,0.0,352.39199999999994,0.0,6897.528999999998
AS14.01,2014-04-13,26,8.0,-1.25,1.0,0.33651189490489736,2005.7509992122657,0.0,447.41499999999996,1096.7949999999998,249.392,82.413,0.0,0.0,94.20899999999999,34.502,0.0,0.0,0.0,0.0,1544.2099999999998
AS14.01,2014-04-14,27,7.2,-1.2,0.6,2.0132955472772207,17985.447999238968,1.0,961.5809999999999,6486.2840000000015,6265.556,89.32300000000001,0.0,0.0,145.09600000000003,2921.985,29.104000000000003,0.0,986.014,0.0,7447.865000000002
AS14.01,2014-04-15,28,6.4,0.0,0.8,2.162691666737406,13585.222998380666,1.0,1596.3559999999995,6224.230999999999,944.5219999999999,13.043,0.0,0.0,110.415,4428.210000000001,8.363,0.0,279.79299999999995,0.0,7820.586999999999
AS14.01,2014-04-16,29,7.2,0.6,0.2,2.7866480670509324,12522.47499895096,1.0,923.613,5175.016,426.73400000000004,0.0,0.0,0.0,40.78399999999999,1912.8520000000003,0.0,0.0,223.587,0.0,6098.629
AS14.01,2014-04-17,30,6.6,-0.4,0.6,1.3660285601303237,15018.480000734336,0.0,552.201,11853.338999999998,142.241,0.0,0.0,0.0,53.763000000000005,2107.146,0.0,0.0,49.718,0.0,12405.539999999997
AS14.01,2014-04-18,31,6.8,-0.8,0.8,2.256792160679426,13490.728999614708,0.0,1860.8979999999997,5341.656999999999,774.354,119.163,0.0,0.0,47.788999999999994,1993.922,63.873999999999995,0.0,88.68,0.0,7202.5549999999985
AS14.01,2014-04-19,32,7.8,-0.2,1.0,2.3863658813721664,13293.2480006218,0.0,946.1899999999996,2728.2599999999998,469.274,95.629,29.084,0.0,31.482,396.67199999999997,128.89,0.0,305.79600000000005,0.0,3674.4499999999994
AS14.01,2014-04-20,33,7.25,-0.25,0.75,1.7207735899916674,8343.518000364305,2.0,897.0860000000001,4984.723999999999,727.492,10.606000000000002,0.0,0.0,34.202,2237.7419999999993,0.0,0.0,121.03500000000001,0.0,5881.8099999999995
AS14.01,2014-04-21,34,7.6,-0.4,1.0,2.448985415237932,3832.9909992218018,0.0,3442.2319999999986,2004.3470000000004,74.88000000000001,33.266,0.0,0.0,58.04899999999999,428.97200000000004,68.278,0.0,210.88199999999998,0.0,5446.578999999999
AS14.01,2014-04-22,35,7.4,0.2,1.0,2.206309243735009,15490.269999265669,0.0,2212.9540000000015,11360.913000000008,1101.017,38.453,0.0,0.0,63.16,1422.5479999999998,0.0,0.0,423.215,0.0,13573.86700000001
AS14.01,2014-04-23,36,7.6,0.2,1.0,1.1036565392103728,14535.339999437334,0.0,1130.8420000000003,8928.471999999998,347.4270000000001,18.051,0.0,0.0,42.398,526.598,0.0,0.0,246.944,0.0,10059.313999999998
AS14.01,2014-04-24,37,7.6,-0.4,1.0,1.2216717166568232,22086.478000164043,0.0,1466.2709999999988,9692.133000000002,4464.974999999999,209.937,0.0,0.0,31.933,2688.5359999999996,51.184,0.0,716.1970000000001,0.0,11158.404
AS14.01,2014-04-25,38,7.2,-0.2,0.8,2.617465527283859,13973.941999673843,1.0,817.6129999999998,7279.144,650.832,21.070999999999998,0.0,0.0,68.847,2227.694,63.316,0.0,347.974,0.0,8096.757
AS14.01,2014-04-26,39,7.6,-0.2,1.0,4.927721747357404,15482.018999338148,4.0,864.5189999999998,2567.8570000000004,125.556,27.267000000000003,0.0,0.0,46.205,2368.377,470.77300000000014,3.148,315.763,0.0,3432.376
AS14.01,2014-04-27,40,7.5,0.0,1.0,0.6705363235772013,5700.562000036243,0.0,1291.3139999999996,2431.4979999999996,1510.221,0.0,0.0,0.0,1056.684,27.470000000000002,0.0,0.0,60.337999999999994,0.0,3722.811999999999
AS14.01,2014-04-28,41,7.6,-0.8,0.8,0.47220774092157364,10807.829999685286,0.0,1312.0009999999997,4697.372000000001,1548.4379999999999,131.4952513312034,0.0,0.0,72.58399999999999,2423.933,0.0,0.0,380.193,0.0,6009.373000000001
AS14.01,2014-04-29,42,7.0,-0.2,0.6,2.4661979647081074,7873.291999101639,0.0,5289.913000000001,3834.644999999999,1562.5330000000004,0.0,333.305,0.0,40.471999999999994,411.485,41.982,0.0,410.436,0.0,9124.558
AS14.01,2014-04-30,43,7.8,-0.4,0.8,3.6252350169779333,9175.604999065401,0.0,844.9630000000001,3550.6179999999995,504.862,67.9692513312034,0.0,0.0,185.78300000000002,89.166,272.798,0.0,112.29499999999999,0.0,4395.580999999999
AS14.01,2014-05-01,44,8.0,-0.4,1.0,0.8895664355437688,15516.951998472216,4.0,1876.113,8191.4100000000035,470.866,1015.9152513312033,0.0,28.098000000000003,44.43,4918.942000000001,0.0,0.0,269.56899999999996,0.0,10067.523000000003
AS14.01,2014-05-02,45,7.6,-0.2,1.0,1.8561844631226165,15088.519000768663,0.0,795.4359999999997,7925.917999999999,352.88800000000003,1069.748,0.0,0.0,32.443,771.266,0.0,0.0,11.082999999999998,0.0,8721.354
AS14.01,2014-05-03,46,8.0,-0.2,1.0,1.7217812374841288,8186.036000728604,1.0,753.2569999999997,4539.775999999998,2761.9500000000003,296.313,0.0,0.0,40.568999999999996,205.602,143.631,30.101999999999997,125.60499999999999,0.0,5293.032999999998
AS14.01,2014-05-04,47,8.0,-0.5,1.0,2.8600279759178053,5889.194999456405,0.0,1758.4379999999996,3381.6890000000003,928.4060000000001,0.0,0.0,0.0,35.525000000000006,494.6770000000001,0.0,0.0,0.0,0.0,5140.127
AS14.02,2014-03-16,1,6.333333333333333,0.0,0.0,0.0,4902.626999616626,1.0,2481.735,3151.8289999999997,88.39200000000001,0.0,0.0,0.0,408.1059999999999,181.591,0.0,0.0,0.0,0.0,5633.564
AS14.02,2014-03-17,2,6.75,0.5,0.5,1.17647890465228,10159.769001245493,0.0,1229.3469999999995,4518.116000000002,2511.178,0.0,0.0,0.0,103.69899999999998,103.02799999999999,0.0,0.0,0.0,0.0,5747.463000000002
AS14.02,2014-03-18,3,8.2,0.6,0.8,5.267625222130502,4512.4710013866425,1.0,2604.5209999999993,3933.080999999999,88.943,0.0,0.0,0.0,88.72200000000001,212.36399999999995,0.0,0.0,0.0,0.0,6537.601999999999
AS14.02,2014-03-19,4,6.8,0.4,0.4,7.575162164415436,8182.757000207906,1.0,1554.558,2596.988999999999,196.13899999999995,0.0,0.0,0.0,105.536,47.815,567.1649999999998,0.0,0.0,0.0,4151.546999999999
AS14.02,2014-03-20,5,7.25,-0.5,0.75,5.736599045048336,4360.33400130272,1.0,1777.9770000000005,2154.3709999999996,148.18,0.0,0.0,0.0,86.857,131.598,0.0,0.0,0.0,0.0,3932.348
AS14.02,2014-03-21,6,7.5,-0.75,0.75,6.951070197602581,11155.850999116892,1.0,2230.3030000000017,2858.4460000000004,459.604,0.0,0.0,0.0,37.944,388.02099999999996,442.29599999999994,0.0,0.0,0.0,5088.749000000002
AS14.02,2014-03-22,7,6.5,-1.0,-0.5,10.705048483989632,7589.562002897265,1.0,1930.2659999999992,1852.2560000000005,662.9110000000001,0.0,0.0,0.0,43.204,408.667,780.617,0.0,0.0,0.0,3782.522
AS14.02,2014-03-23,8,6.25,-1.0,0.0,5.393943140670646,4528.527000665666,1.0,894.506,1839.8989999999994,388.09799999999996,0.0,0.0,0.0,61.864999999999995,171.994,1263.189,0.0,0.0,0.0,2734.4049999999993
AS14.02,2014-03-24,9,6.4,0.2,-0.2,3.7469919000359986,2766.64899945259,0.0,1073.4960000000003,3012.181,532.0129999999999,0.0,0.0,0.0,81.80799999999999,232.80100000000002,0.0,0.0,0.0,0.0,4085.6770000000006
AS14.02,2014-03-25,10,7.75,-1.25,0.75,5.5323277165548905,4637.388000011445,0.0,2806.931,2788.7509999999997,459.58899999999994,0.0,0.0,0.0,50.375,148.447,0.0,0.0,0.0,0.0,5595.682
AS14.02,2014-03-26,11,7.2,-1.2,0.4,7.054883097740211,6069.630000829695,0.0,1736.7440000000004,2533.849,767.1449999999999,0.0,0.0,0.0,41.95,1562.023,0.0,0.0,0.0,0.0,4270.593000000001
AS14.02,2014-03-27,12,7.25,0.0,0.5,5.492376214131623,5746.980998754502,0.0,2267.1239999999993,2997.043000000002,490.78100000000006,0.0,0.0,0.0,731.853,81.366,0.0,0.0,67.16300000000001,0.0,5264.167000000001
AS14.02,2014-03-28,13,6.8,-0.6,0.6,6.27835987387535,3969.5809991359715,2.0,1053.115,1245.1270000000002,707.6400000000001,0.0,0.0,0.0,125.66900000000001,2717.215000000001,0.0,0.0,0.0,0.0,2298.242
AS14.02,2014-03-29,14,7.25,-0.75,0.25,10.379264521449482,4403.242997646333,0.0,17416.279999999995,2141.4889999999996,1063.268,0.0,0.0,0.0,52.840999999999994,523.854,501.64399999999995,0.0,0.0,0.0,19557.768999999993
AS14.02,2014-03-30,15,7.0,-1.0,0.75,5.56340810226126,3937.041998863219,1.0,772.7870000000001,1110.8560000000002,1278.594,0.0,0.0,0.0,113.22800000000001,322.901,0.0,0.0,0.0,0.0,1883.6430000000005
AS14.02,2014-03-31,16,7.2,-0.8,0.4,3.7529501679426374,4774.1459991931915,2.0,1186.2989999999995,2481.3219999999997,354.9650000000001,0.0,0.0,0.0,81.741,2038.631,0.0,0.0,0.0,0.0,3667.620999999999
AS14.02,2014-04-01,17,7.4,-0.2,0.8,6.287052772537307,3297.737997055054,1.0,2790.0139999999997,1322.6100000000001,76.976,0.0,0.0,0.0,186.41299999999998,191.12099999999998,345.20000000000005,0.0,0.0,0.0,4112.624
AS14.02,2014-04-02,18,6.4,-0.6,-0.2,7.658893483191205,6883.828001737594,0.0,1964.2099999999998,2942.4230000000002,1021.4540000000001,0.0,0.0,0.0,128.744,317.901,0.0,0.0,0.0,0.0,4906.633
AS14.02,2014-04-03,19,5.75,-0.25,0.0,7.740140157839725,6814.30000090599,0.0,1269.299000000001,3595.431,548.787,0.0,0.0,0.0,56.132,122.42099999999998,318.29400000000004,0.0,0.0,0.0,4864.730000000001
AS14.02,2014-04-04,20,6.4,-1.2,0.2,5.454488558615051,3653.3700008392334,0.0,1121.6890000000003,2809.436,809.7279999999998,0.0,0.0,0.0,148.852,141.32000000000002,0.0,0.0,0.0,0.0,3931.1250000000005
AS14.02,2014-04-05,21,7.4,0.0,0.6,7.726073339532607,13067.926001548765,1.0,1957.0869999999986,2309.6589999999997,794.484,0.0,0.0,0.0,100.897,258.611,388.071,0.0,0.0,0.0,4266.745999999998
AS14.02,2014-04-06,22,4.5,-1.0,-1.25,3.4433523225736393,3649.967998504639,0.0,576.3849999999999,1224.322,618.9800000000002,0.0,0.0,0.0,30.011,391.5420000000001,0.0,0.0,0.0,0.0,1800.7069999999999
AS14.02,2014-04-07,23,6.8,0.0,0.6,3.27656962550639,6366.526998281479,0.0,1482.9479999999999,3761.179000000001,737.916,0.0,0.0,0.0,106.148,2008.1840000000002,0.0,0.0,0.0,0.0,5244.127
AS14.02,2014-04-08,24,6.25,-0.25,0.5,6.2868249029175365,4079.151999473573,1.0,1184.7779999999993,2265.8549999999996,193.47999999999996,0.0,0.0,0.0,134.434,636.2529999999999,0.0,0.0,0.0,0.0,3450.632999999999
AS14.02,2014-04-09,25,7.25,-0.5,0.25,5.933036353077366,5757.426000595091,1.0,1427.0219999999997,2255.5449999999987,627.2359999999999,0.0,0.0,0.0,61.39699999999999,294.321,0.0,0.0,0.0,0.0,3682.566999999998
AS14.02,2014-04-10,26,7.25,0.25,0.75,6.258014492239036,7844.238998651504,1.0,1303.4519999999998,2726.2369999999996,695.324,0.0,0.0,0.0,141.214,566.807,525.113,0.0,2.045,0.0,4029.6889999999994
AS14.02,2014-04-11,27,6.5,-0.5,0.5,10.187554255402482,5810.030001163483,1.0,1548.1919999999996,2343.792999999999,700.7239999999999,0.0,0.0,0.0,136.128,319.6449999999999,630.9290000000001,0.0,0.0,0.0,3891.9849999999988
AS14.02,2014-04-12,28,6.0,-2.0,-1.0,9.079241599489027,3658.8190011978145,1.0,1826.6679999999992,1516.7670000000003,0.0,0.0,0.0,0.0,11.015999999999998,157.19199999999998,362.18500000000006,0.0,6.985999999999999,0.0,3343.4349999999995
AS14.02,2014-04-13,29,7.2,-0.6,0.4,6.955682838787199,2174.870997667313,0.0,510.91299999999984,855.2189999999997,371.52000000000004,0.0,0.0,0.0,79.11200000000001,123.07099999999997,159.646,0.0,0.0,0.0,1366.1319999999996
AS14.02,2014-04-14,30,8.0,0.75,1.0,4.48977720413107,2773.043000936509,7.0,809.9719999999998,1822.477,95.77199999999999,0.0,0.0,0.0,21.182,56.817,0.0,0.0,84.48800000000001,0.0,2632.4489999999996
AS14.02,2014-04-15,31,7.25,-0.5,0.5,2.083546598144249,701.2870004177096,1.0,98.26600000000002,445.917,19.658,0.0,0.0,0.0,0.0,25.386,0.0,0.0,0.0,0.0,544.183
AS14.02,2014-04-16,32,6.666666666666667,-0.3333333333333333,0.3333333333333333,0.7065527065527069,109.28399968147278,1.0,125.13299999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.13299999999998
AS14.02,2014-04-17,33,6.5,0.25,0.0,0.940170940170941,41.23499965667722,7.0,2.0069999999999997,37.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.608
AS14.02,2014-04-18,34,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-04-19,35,5.666666666666667,-0.6666666666666666,-0.3333333333333333,0.5,187.3220000267031,0.0,10.09,72.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.431
AS14.02,2014-04-20,36,5.0,-0.6666666666666666,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-04-21,37,5.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-04-22,38,5.666666666666667,-1.3333333333333333,-0.3333333333333333,0.15,13.08000016212468,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.887,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-04-23,39,5.5,0.0,0.5,0.14285714285714302,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-04-24,40,7.0,-0.5,-0.5,0.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-04-25,41,9.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.03,2014-03-21,1,9.0,1.0,2.0,0.0,1664.9540009498596,2.0,168.05500000000004,1724.7390000000003,946.017,0.0,0.0,10.046,543.588,0.0,0.0,0.0,0.0,0.0,1892.7940000000003
AS14.03,2014-03-22,2,7.8,0.8,1.0,2.4880480123861193,2643.5370004177103,1.0,482.08799999999985,458.4950000000001,3915.5240000000003,0.0,0.0,0.0,89.216,0.0,168.54500000000002,0.0,4.35,0.0,940.583
AS14.03,2014-03-23,3,8.2,-0.2,1.2,2.405920761461081,5048.337000608445,1.0,492.57600000000014,1503.1219999999996,1741.3910000000003,36.364000000000004,0.0,161.998,251.529,0.0,275.40500000000003,0.0,0.0,44.854,1995.6979999999999
AS14.03,2014-03-24,4,7.8,-0.6,1.4,2.1777653381176085,6248.045999526978,0.0,92.246,2282.3359999999984,3908.043,105.217,0.0,125.32499999999999,851.0169999999999,0.0,0.0,11.064,5.136,0.0,2374.5819999999985
AS14.03,2014-03-25,5,7.8,-0.4,1.2,3.186438852563808,3791.112000226975,1.0,1044.4950000000001,1305.0980000000002,1351.4160000000004,447.543,0.0,141.076,133.63,0.0,0.0,47.324,28.843,0.0,2349.5930000000003
AS14.03,2014-03-26,6,8.25,0.5,1.0,2.187676827367298,3985.9769988059993,0.0,118.63900000000001,1294.7889999999993,2355.873,87.141,0.0,20.684,72.68,0.0,12.84,7.649,0.0,0.0,1413.4279999999994
AS14.03,2014-03-27,7,7.75,0.25,0.5,2.4766980887695396,3275.632001638411,1.0,588.3359999999999,931.6620000000003,1653.7570000000005,0.0,0.0,13.437,60.032,0.0,0.0,0.0,17.490000000000002,0.0,1519.998
AS14.03,2014-03-28,8,8.0,-0.5,1.5,2.5123029114975965,3250.441998243332,0.0,277.526,940.8789999999998,3351.790999999999,0.0,0.0,46.206,246.37600000000003,0.0,0.0,63.787,7.045,0.0,1218.4049999999997
AS14.03,2014-03-29,9,8.6,-0.2,1.6,3.9210561062076152,2261.391000509263,1.0,19.31,152.928,2529.2280000000005,49.371,0.0,0.0,104.425,0.0,0.0,0.0,0.0,0.0,172.238
AS14.03,2014-03-30,10,8.4,-0.2,1.0,3.786966451133613,3568.718999385834,0.0,12.869,1223.6230000000003,2039.8139999999996,0.0,0.0,26.284000000000002,186.05399999999997,0.0,0.0,35.266999999999996,0.0,31.955000000000002,1236.4920000000002
AS14.03,2014-03-31,11,7.4,0.4,0.6,2.0072060302922083,9398.243999958037,1.0,2044.996,4412.684999999997,1699.4680000000003,77.49100000000001,0.0,0.0,98.78600000000002,0.0,0.0,0.0,5.16,0.0,6457.680999999997
AS14.03,2014-04-01,12,7.6,0.4,0.4,2.3379441635114637,3205.793999433517,0.0,543.663,711.7979999999999,1626.5539999999999,58.641000000000005,0.0,62.489999999999995,203.23399999999998,0.0,0.0,0.0,0.0,0.0,1255.4609999999998
AS14.03,2014-04-02,13,7.4,0.2,0.6,1.8885153188859962,3364.240000724794,0.0,854.1979999999999,820.5580000000001,1981.5039999999995,65.439,0.0,18.698999999999998,98.842,0.0,54.144999999999996,0.0,0.0,0.0,1674.7559999999999
AS14.03,2014-04-03,14,7.8,0.0,1.0,2.0072749055996097,2312.74599981308,0.0,19586.765999999996,685.1839999999997,2093.1600000000003,72.10300000000001,0.0,0.0,91.23700000000001,0.0,0.0,20.192,29.197000000000003,0.0,20271.949999999997
AS14.03,2014-04-04,15,7.8,0.2,1.4,2.0905574499902304,3231.443998813628,3.0,617.093,804.0909999999999,1371.5649999999998,47.284,0.0,6.162999999999999,902.6700000000001,0.0,0.0,315.509,0.0,0.0,1421.1839999999997
AS14.03,2014-04-05,16,7.6,1.2,1.0,2.746270503111271,3852.661998987194,0.0,263.05899999999997,1110.404,2295.814,0.0,0.0,106.48600000000002,60.862,0.0,19.696,0.0,0.0,0.0,1373.463
